doi,venues,years,title,download_policy
10.1145/3763328,SIGGRAPH Asia; TOG,2025,Marching Neurons: Accurate Surface Extraction for Neural Implicit Shapes,download_once_by_doi
10.1145/3763329,SIGGRAPH Asia; TOG,2025,Practical Gaussian Process Implicit Surfaces with Sparse Convolutions,download_once_by_doi
10.1145/3763330,SIGGRAPH Asia; TOG,2025,Voyager: Long-Range and World-Consistent Video Diffusion for Explorable 3D Scene Generation,download_once_by_doi
10.1145/3763331,SIGGRAPH Asia; TOG,2025,NeuVAS: Neural Implicit Surfaces for Variational Shape Modeling,download_once_by_doi
10.1145/3763332,SIGGRAPH Asia; TOG,2025,Fine-Grained Spatially Varying Material Selection in Images,download_once_by_doi
10.1145/3763333,SIGGRAPH Asia; TOG,2025,Robust Derivative Estimation with Walk on Stars,download_once_by_doi
10.1145/3763334,SIGGRAPH Asia; TOG,2025,Environment-aware Motion Matching,download_once_by_doi
10.1145/3763335,SIGGRAPH Asia; TOG,2025,Imperfect Image-Space Control Variates for Monte Carlo Rendering,download_once_by_doi
10.1145/3763336,SIGGRAPH Asia; TOG,2025,Detail Enhanced Gaussian Splatting for Large-Scale Volumetric Capture,download_once_by_doi
10.1145/3763337,SIGGRAPH Asia; TOG,2025,"HRC-Net: Learning Visual Hypothesis, Representative, and Collaboration for Multi-Domain Image Inpainting",download_once_by_doi
10.1145/3763338,SIGGRAPH Asia; TOG,2025,Fire-X: Extinguishing Fire with Stoichiometric Heat Release,download_once_by_doi
10.1145/3763339,SIGGRAPH Asia; TOG,2025,MILo: Mesh-In-the-Loop Gaussian Splatting for Detailed and Efficient Surface Reconstruction,download_once_by_doi
10.1145/3763340,SIGGRAPH Asia; TOG,2025,MILO: A Lightweight Perceptual Quality Metric for Image and Latent-Space Optimization,download_once_by_doi
10.1145/3763341,SIGGRAPH Asia; TOG,2025,MALeR: Improving Compositional Fidelity in Layout-Guided Generation,download_once_by_doi
10.1145/3763342,SIGGRAPH Asia; TOG,2025,PractiLight: Practical Light Control Using Foundational Diffusion Models,download_once_by_doi
10.1145/3763343,SIGGRAPH Asia; TOG,2025,Split4D: Decomposed 4D Scene Reconstruction Without Video Segmentation,download_once_by_doi
10.1145/3763344,SIGGRAPH Asia; TOG,2025,Numerical Homogenization of Sand from Grain-level Simulations,download_once_by_doi
10.1145/3763345,SIGGRAPH Asia; TOG,2025,Neural Image abstraction using long smoothing B-splines,download_once_by_doi
10.1145/3763346,SIGGRAPH Asia; TOG,2025,Harnessing Diffusion-Yielded Score Priors for Image Restoration,download_once_by_doi
10.1145/3763347,SIGGRAPH Asia; TOG,2025,JumpingGS: Level-jump 3D Gaussian Representation for Delicate Textures in Aerial Large-scale Scene Rendering,download_once_by_doi
10.1145/3763348,SIGGRAPH Asia; TOG,2025,"Lightweight, Edge-Aware, and Temporally Consistent Supersampling for Mobile Real-Time Rendering",download_once_by_doi
10.1145/3763349,SIGGRAPH Asia; TOG,2025,A Stack-Free Parallel h-Adaptation Algorithm for Dynamically Balanced Trees on GPUs,download_once_by_doi
10.1145/3763350,SIGGRAPH Asia; TOG,2025,STGlight: Online Indoor Lighting Estimation via Spatio-Temporal Gaussian Fusion,download_once_by_doi
10.1145/3763351,SIGGRAPH Asia; TOG,2025,Ultrafast and Controllable Online Motion Retargeting for Game Scenarios,download_once_by_doi
10.1145/3763352,SIGGRAPH Asia; TOG,2025,Curve-Based Slicer for Multi-Axis DLP 3D Printing,download_once_by_doi
10.1145/3763353,SIGGRAPH Asia; TOG,2025,Imaginarium: Vision-guided High-Quality 3D Scene Layout Generation,download_once_by_doi
10.1145/3763354,SIGGRAPH Asia; TOG,2025,INF-3DP: Implicit Neural Fields for Collision-Free Multi-Axis 3D Printing,download_once_by_doi
10.1145/3763355,SIGGRAPH Asia; TOG,2025,Can Any Model Be Fabricated? Inverse Operation Based Planning for Hybrid Additive-Subtractive Manufacturing,download_once_by_doi
10.1145/3763356,SIGGRAPH Asia; TOG,2025,Glare Pattern Depiction: High-Fidelity Physical Computation and Physiologically-Inspired Visual Response,download_once_by_doi
10.1145/3763357,SIGGRAPH Asia; TOG,2025,One String to Pull Them All: Fast Assembly of Curved Structures from Flat Auxetic Linkages,download_once_by_doi
10.1145/3763358,SIGGRAPH Asia; TOG,2025,Large-Area Fabrication-aware Computational Diffractive Optics,download_once_by_doi
10.1145/3763359,SIGGRAPH Asia; TOG,2025,Realistic Cloth Rendering with a Ray-Wave Hybrid Shading Model,download_once_by_doi
10.1145/3763360,SIGGRAPH Asia; TOG,2025,Lifted Surfacing of Generalized Sweep Volumes,download_once_by_doi
10.1145/3763361,SIGGRAPH Asia; TOG,2025,Artifact-Resilient Real-Time Holography,download_once_by_doi
10.1145/3763362,SIGGRAPH Asia; TOG,2025,Neural Octahedral Field: Octahedral Prior for Simultaneous Smoothing and Sharp Edge Regularization,download_once_by_doi
10.1145/3763363,SIGGRAPH Asia; TOG,2025,Consecutive Frame Extrapolation with Predictive Sparse Shading,download_once_by_doi
10.1145/3763364,SIGGRAPH Asia; TOG,2025,Wavelet Fluids,download_once_by_doi
10.1145/3763365,SIGGRAPH Asia; TOG,2025,Shaping Strands with Neural Style Transfer,download_once_by_doi
10.1145/3763366,SIGGRAPH Asia; TOG,2025,Curvature Enthusiasm: Correspondence-Free Interpolation and Matching of Articulated 3D Shapes using Compressed Normal Cycles,download_once_by_doi
10.1145/3763367,SIGGRAPH Asia; TOG,2025,Learning to Ball: Composing Policies for Long-Horizon Basketball Moves,download_once_by_doi
10.1145/3763368,SIGGRAPH Asia; TOG,2025,Sums of Wedges: Conforming Weighted Delaunay Triangulations are Polynomial in Fixed Dimension,download_once_by_doi
10.1145/3763808,SIGGRAPH Asia; TOG,2025,Snapping Deployable Toroids for Modular Gridshells,download_once_by_doi
10.1145/3811271,SIGGRAPH; TOG,2026,Manifold k-NN: Accelerated k-NN Queries for Manifold Point Clouds,download_once_by_doi
10.1145/3811272,SIGGRAPH; TOG,2026,Gaussian Point Splatting,download_once_by_doi
10.1145/3811273,SIGGRAPH; TOG,2026,Low-Rank Koopman Deformables with Log-Linear Time Integration,download_once_by_doi
10.1145/3811274,SIGGRAPH; TOG,2026,JGS2-GQ: Training-free 2nd Jacobi with Gaussian Quadrature,download_once_by_doi
10.1145/3811275,SIGGRAPH; TOG,2026,Heterogeneous Subspace Corrections for GPU Deformable Multibody Dynamics,download_once_by_doi
10.1145/3811276,SIGGRAPH; TOG,2026,"M-ABD: Scalable, Efficient, and Robust Multi-Affine-Body Dynamics",download_once_by_doi
10.1145/3811277,SIGGRAPH; TOG,2026,Interactive Yarn-level Knitwear with Nested Douglas-Rachford Splitting,download_once_by_doi
10.1145/3811278,SIGGRAPH; TOG,2026,Efficient B-Spline Finite Elements for Cloth Simulation,download_once_by_doi
10.1145/3811279,SIGGRAPH; TOG,2026,Component Modes Synthesis Method with Multiple Partitions for Large-scale Eigenvalue Problem,download_once_by_doi
10.1145/3811280,SIGGRAPH; TOG,2026,Uncertainty-aware geometry processing on Gaussian Process Implicit Surfaces,download_once_by_doi
10.1145/3811281,SIGGRAPH; TOG,2026,GenPIE: A Time-Resolved Plenoptic Imager,download_once_by_doi
10.1145/3811282,SIGGRAPH; TOG,2026,SMP: Reusable Score-Matching Motion Priors for Physics-Based Character Control,download_once_by_doi
10.1145/3811283,SIGGRAPH; TOG,2026,NILE: Nested Interleaving of Low-Dimensional Elements,download_once_by_doi
10.1145/3811284,SIGGRAPH; TOG,2026,Autoregressive Diffusion with Hybrid Representation for Interactive Human Motion Generation,download_once_by_doi
10.1145/3811285,SIGGRAPH; TOG,2026,ComboStoc: Combinatorial Stochasticity for Diffusion Generative Models,download_once_by_doi
10.1145/3811286,SIGGRAPH; TOG,2026,Strips as Tokens: Artist Mesh Generation with Native UV Segmentation,download_once_by_doi
10.1145/3811287,SIGGRAPH; TOG,2026,GPU-accelerated Certified Hausdorff Distance Between Triangle Meshes,download_once_by_doi
10.1145/3811288,SIGGRAPH; TOG,2026,Pixels2Peaks: Converting Terrain Images to Heightmaps,download_once_by_doi
10.1145/3811289,SIGGRAPH; TOG,2026,Spatiotemporal FLIP for Fast Free-Surface and Two-Phase Simulation With Very Large Time Steps,download_once_by_doi
10.1145/3811290,SIGGRAPH; TOG,2026,An Extended Full GKS Formulation for High-Efficiency and Low-Memory Two-Phase Flow Simulation,download_once_by_doi
10.1145/3811291,SIGGRAPH; TOG,2026,Structural MAT: Clean and Scalable Medial Axis Simplification via Explicit Surface Correspondence,download_once_by_doi
10.1145/3811292,SIGGRAPH; TOG,2026,Kinetic Predicted-Moment Flux Reconstruction for High-Order High-Performance Fluid Simulation,download_once_by_doi
10.1145/3811293,SIGGRAPH; TOG,2026,GimmBO: Interactive Generative Image Model Merging via Bayesian Optimization,download_once_by_doi
10.1145/3811294,SIGGRAPH; TOG,2026,MPM Lite: Linear Kernels and Integration without Particles,download_once_by_doi
10.1145/3811295,SIGGRAPH; TOG,2026,Gradient Domain Reconstruction for Monte Carlo PDE Solvers,download_once_by_doi
10.1145/3811296,SIGGRAPH; TOG,2026,Differentiable Neutron Transport,download_once_by_doi
10.1145/3811297,SIGGRAPH; TOG,2026,AniGen: Unified S <sup>3</sup> Fields for Animatable 3D Asset Generation,download_once_by_doi
10.1145/3811298,SIGGRAPH; TOG,2026,Implicit Surface Compression -- with Good Old Discrete Cosine Transform and Motion Compensation,download_once_by_doi
10.1145/3811299,SIGGRAPH; TOG,2026,ToF ReSTIR: Time-of-Flight Rendering with Spatio-temporal Reservoir Resampling,download_once_by_doi
10.1145/3811300,SIGGRAPH; TOG,2026,PR-Cage: Progressive Feasibility Relaxation for Tight Bounding Cage Generation,download_once_by_doi
10.1145/3811301,SIGGRAPH; TOG,2026,A Unified Homogenization Framework for Straight- and Curved-Crease Origami Materials,download_once_by_doi
10.1145/3811302,SIGGRAPH; TOG,2026,Volume-Preserving LBM-MPM Coupling for Air-Water-Sand Mixtures,download_once_by_doi
10.1145/3811303,SIGGRAPH; TOG,2026,Learning a Delighting Prior for Facial Appearance Capture in the Wild,download_once_by_doi
10.1145/3811304,SIGGRAPH; TOG,2026,UniVidX: A Unified Multimodal Framework for Versatile Video Generation via Diffusion Priors,download_once_by_doi
10.1145/3811305,SIGGRAPH; TOG,2026,High-Fidelity 4D Cloth Capture Pipeline with a Two-Level Pattern,download_once_by_doi
10.1145/3811306,SIGGRAPH; TOG,2026,ATGS: Anchored Temporal Gaussian Splatting for Long Volumetric Video Representation,download_once_by_doi
10.1145/3811307,SIGGRAPH; TOG,2026,Learned Universal Interoperable Virtual Try-ON,download_once_by_doi
10.1145/3811308,SIGGRAPH; TOG,2026,MOCHI: Motion Enhancement of Collaborative Human-object Interactions,download_once_by_doi
10.1145/3811309,SIGGRAPH; TOG,2026,Matérn Noise for Triangulation-Agnostic Flow Matching on Meshes,download_once_by_doi
10.1145/3811310,SIGGRAPH; TOG,2026,Floating-Point Robustness in Parametric Surface Continuous Collision Detection: From Algorithm to Benchmarking,download_once_by_doi
10.1145/3811311,SIGGRAPH; TOG,2026,Bounding Stratified Bernoulli Impulses for Ray Marching Gaussian Process Implicit Surfaces,download_once_by_doi
10.1145/3811312,SIGGRAPH; TOG,2026,Mixwell: Sharp 2D Fluid Brushes for Progressive Physics-Based Mixing,download_once_by_doi
10.1145/3811313,SIGGRAPH; TOG,2026,Semantic-Structural Alignment for Generative Pictorial Charts,download_once_by_doi
10.1145/3811314,SIGGRAPH; TOG,2026,Schrödinger Bridges on Discretized Geometric Domains,download_once_by_doi
10.1145/3811315,SIGGRAPH; TOG,2026,Fast VEM Fluid Simulation,download_once_by_doi
10.1145/3811316,SIGGRAPH; TOG,2026,TwinPose: Person-Specific Subspaces for Multi-View 3D Pose Estimation,download_once_by_doi
10.1145/3811317,SIGGRAPH; TOG,2026,RCGP: Resource Contracts for Graphics Programming,download_once_by_doi
10.1145/3811318,SIGGRAPH; TOG,2026,Neural Quadrature Rule and Autoregressive Adaptive Sampling,download_once_by_doi
10.1145/3811319,SIGGRAPH; TOG,2026,Role-Aware Virtual Agents for Navigational Interaction guided by a Multimodal Large Language Model,download_once_by_doi
10.1145/3811320,SIGGRAPH; TOG,2026,MorphSkein: A Shape-Changing Afterimage Display Preserving Pixel Density During Surface-Area Changes Across Troposkein-Based Shapes,download_once_by_doi
10.1145/3811321,SIGGRAPH; TOG,2026,Monte Carlo PDE Solvers for Nonlinear Radiative Boundary Conditions,download_once_by_doi
10.1145/3811322,SIGGRAPH; TOG,2026,Generalized Spherical Harmonics Products using Spherical Grids,download_once_by_doi
10.1145/3811323,SIGGRAPH; TOG,2026,"The Antipodal Method: Fast, Accurate, and Robust 3D Generalized Winding Numbers",download_once_by_doi
10.1145/3811324,SIGGRAPH; TOG,2026,PQ-Free HD: Priority-Queue-Free Hausdorff Distance for Triangle Meshes on GPU,download_once_by_doi
10.1145/3811325,SIGGRAPH; TOG,2026,Robust Computation of Boundary Path Integrals Using Kernel-Density Estimation,download_once_by_doi
10.1145/3811326,SIGGRAPH; TOG,2026,Uniformly Deployable Kirigami on Arbitrary Planar Graphs,download_once_by_doi
10.1145/3811327,SIGGRAPH; TOG,2026,"YASPS: A Symbolic Framework for Extensible, High-Performance IPC Simulation",download_once_by_doi
10.1145/3811328,SIGGRAPH; TOG,2026,"A Real-time, Multiscale and Procedural Feather Appearance Model",download_once_by_doi
10.1145/3811329,SIGGRAPH; TOG,2026,Sample Matching for Joint Extinction Gradient Estimation in Differentiable Volume Rendering,download_once_by_doi
10.1145/3811330,SIGGRAPH; TOG,2026,SharpNet: Enhancing MLPs to Represent Functions with Controlled Non-differentiability,download_once_by_doi
10.1145/3811331,SIGGRAPH; TOG,2026,Explicit flows for implicit surfaces,download_once_by_doi
10.1145/3811332,SIGGRAPH; TOG,2026,Single-View Holographic Volumetric 3D Printing with Coupled Differentiable Wave-Optical and Photochemical Optimization,download_once_by_doi
10.1145/3811333,SIGGRAPH; TOG,2026,GMT: A Geometric Multigrid Transformer Solver for Microstructure Homogenization,download_once_by_doi
10.1145/3811334,SIGGRAPH; TOG,2026,MotionBricks: Scalable Real-Time Motions with Modular Latent Generative Model and Smart Primitives,download_once_by_doi
10.1145/3811335,SIGGRAPH; TOG,2026,A Two-Millisecond Passthrough Headset for Perceptual Studies,download_once_by_doi
10.1145/3811336,SIGGRAPH; TOG,2026,Stochastic geomorphological transport for terrain erosion simulation,download_once_by_doi
10.1145/3811337,SIGGRAPH; TOG,2026,DiffSurFlow: Efficient and Robust Differentiable Fluid Optimization via Surrogate Strategy on Flow Map,download_once_by_doi
10.1145/3811338,SIGGRAPH; TOG,2026,Locality-Aware Automatic Differentiation on the GPU for Mesh-Based Computations,download_once_by_doi
10.1145/3811339,SIGGRAPH; TOG,2026,Fast and Exact Winding Numbers for Triangle Meshes,download_once_by_doi
10.1145/3811340,SIGGRAPH; TOG,2026,Walk on Decomposed Subdomains: A Hybrid Monte Carlo–Deterministic Solver for Elliptic PDEs,download_once_by_doi
10.1145/3811341,SIGGRAPH; TOG,2026,SAND: Spatially Adaptive Network Depth for Fast Sampling of Neural Implicit Surfaces,download_once_by_doi
10.1145/3811342,SIGGRAPH; TOG,2026,Generative Modeling with Orbit-Space Particle Flow Matching,download_once_by_doi
10.1145/3811343,SIGGRAPH; TOG,2026,Efficient Fur and Hair Multiple Scattering Using Volumetric Approximation,download_once_by_doi
10.1145/3811344,SIGGRAPH; TOG,2026,Nexus: Native Mesh Generation with Diffusion,download_once_by_doi
10.1145/3811345,SIGGRAPH; TOG,2026,Mixed Material Point Methods for Stiff Elastoplasticity,download_once_by_doi
10.1145/3811346,SIGGRAPH; TOG,2026,EgoRelight: Egocentric Human Capture and Illumination Recovery for Relightable and Photoreal Avatar Rendering,download_once_by_doi
10.1145/3811347,SIGGRAPH; TOG,2026,CasLayout: Cascaded 3D Layout Diffusion for Indoor Scene Synthesis with Implicit Relation Modeling,download_once_by_doi
10.1145/3811348,SIGGRAPH; TOG,2026,SQuadGen: Generating Simple Quad Layouts via Chart Distance Fields,download_once_by_doi
10.1145/3811349,SIGGRAPH; TOG,2026,ProXeek: Seeking and Leveraging Real-World Objects and Environments as Haptic Proxies for Virtual Reality through Multimodal Reasoning,download_once_by_doi
10.1145/3811350,SIGGRAPH; TOG,2026,HairGPT: Strand-as-Language Autoregressive Modeling for Realistic 3D Hairstyle Synthesis,download_once_by_doi
10.1145/3811351,SIGGRAPH; TOG,2026,HoloPathTracer: Fast and Accurate Wave Path Tracing for Holography,download_once_by_doi
10.1145/3811352,SIGGRAPH; TOG,2026,BodyReLux: Temporally Consistent Full-Body Video Relighting,download_once_by_doi
10.1145/3811353,SIGGRAPH; TOG,2026,Physics-Inspired Procedural Texturing of Extremely Deformable Surfaces,download_once_by_doi
10.1145/3811354,SIGGRAPH; TOG,2026,Skinned Motion Retargeting with Spatially Adaptive Interaction Guidance,download_once_by_doi
10.1145/3811355,SIGGRAPH; TOG,2026,NeuBase: Spline Surfaces with Neural Basis Functions,download_once_by_doi
10.1145/3811356,SIGGRAPH; TOG,2026,STyMo: Fast and Controllable Few-Shot Motion Style Transfer,download_once_by_doi
10.1145/3811357,SIGGRAPH; TOG,2026,Robust Planar Maps for 3D Vectorization,download_once_by_doi
10.1145/3811358,SIGGRAPH; TOG,2026,Subgrid Marching Tetrahedra,download_once_by_doi
10.1145/3811359,SIGGRAPH; TOG,2026,Lifting Lines and Tone: Image-Space Stylization in Path-Space,download_once_by_doi
10.1145/3811360,SIGGRAPH; TOG,2026,StyleID: A Perception-Aware Dataset and Metric for Stylization-Agnostic Facial Identity Recognition,download_once_by_doi
10.1145/3811361,SIGGRAPH; TOG,2026,HumanFlow: Controllable Human Image Generation via Flow Matching,download_once_by_doi
10.1145/3811362,SIGGRAPH; TOG,2026,Tempo3D: Efficient Temporal-Aware Fine-Tuning and Multi-View Latent Aggregation for 3D Generation,download_once_by_doi
10.1145/3811363,SIGGRAPH; TOG,2026,AtomSlicer: Constant-Thickness Field-Aligned Non-Planar Slicing and Continuous Toolpaths for FFF,download_once_by_doi
10.1145/3811364,SIGGRAPH; TOG,2026,LayerInbetween: Occlusion-Aware Stroke Correspondence and Inbetweening with Automatic Layering,download_once_by_doi
10.1145/3811365,SIGGRAPH; TOG,2026,SCom DAG: compact representation of spatial data for real-time rendering,download_once_by_doi
10.1145/3811366,SIGGRAPH; TOG,2026,Probe-based Walk on Spheres for Efficient Path Reusing,download_once_by_doi
10.1145/3811367,SIGGRAPH; TOG,2026,Efficient Multiscale Lanczos Eigenpair Extraction,download_once_by_doi
10.1145/3811368,SIGGRAPH; TOG,2026,Implicit Minimal Surfaces for Bijective Correspondences,download_once_by_doi
10.1145/3811369,SIGGRAPH; TOG,2026,Gabor Fields: Orientation-Selective Level-of-Detail for Volume Rendering,download_once_by_doi
10.1145/3811370,SIGGRAPH; TOG,2026,Constant Mean Curvature Surfaces from Discrete Harmonic Maps,download_once_by_doi
10.1145/3811371,SIGGRAPH; TOG,2026,Iskra: A System for Inverse Geometry Processing,download_once_by_doi
10.1145/3811372,SIGGRAPH; TOG,2026,Soft Anisotropic Diagrams for Differentiable Image Representation,download_once_by_doi
10.1145/3811373,SIGGRAPH; TOG,2026,"Better Bending: Analysis, Construction and Verification of Discrete Bending Models for Kirchhoff-Love Shells",download_once_by_doi
10.1145/3811374,SIGGRAPH; TOG,2026,Lucky High Dynamic Range Smartphone Imaging,download_once_by_doi
10.1145/3811375,SIGGRAPH; TOG,2026,Sketch2Arti: Sketch-based Articulation Modeling of CAD Objects,download_once_by_doi
10.1145/3811376,SIGGRAPH; TOG,2026,Woodstock: Interactive Modeling of Fungal Wood Decay,download_once_by_doi
10.1145/3811377,SIGGRAPH; TOG,2026,"Forget Superresolution, Sample Adaptively (when Path Tracing)",download_once_by_doi
10.1145/3811378,SIGGRAPH; TOG,2026,ReActor: Reinforcement Learning for Physics-Aware Motion Retargeting,download_once_by_doi
10.1145/3811379,SIGGRAPH; TOG,2026,The PhaseTree: Multiphase Signed Distance Fields,download_once_by_doi
10.1145/3811380,SIGGRAPH; TOG,2026,A Few-Step Generative Model on Cumulative Flow Maps,download_once_by_doi
10.1145/3811381,SIGGRAPH; TOG,2026,Invisible Holographic Window: Full-color 3D Image Reconstruction from Transparent Surface-relief Computer-generated Holograms,download_once_by_doi
10.1145/3811382,SIGGRAPH; TOG,2026,Untangling Surfaces via Shape and Mesh Repulsion,download_once_by_doi
10.1145/3811383,SIGGRAPH; TOG,2026,Progressing Level-of-Detail Animation for Volumetric Elastodynamics,download_once_by_doi
10.1145/3811384,SIGGRAPH; TOG,2026,Persistence-guided Prescribed Topological Simplification,download_once_by_doi
10.1145/3811385,SIGGRAPH; TOG,2026,Points as Tori: Fast Pointwise Signed Distance for Point Clouds,download_once_by_doi
10.1145/3811386,SIGGRAPH; TOG,2026,MeshFEM: A Block-accelerated Solver for Nonlinear Finite Elements,download_once_by_doi
10.1145/3811387,SIGGRAPH; TOG,2026,Stress-Aware Panelization of Freeform Surfaces,download_once_by_doi
10.1145/3811388,SIGGRAPH; TOG,2026,Dual Contouring over Expanded Cubes (DCx) for Zero-Level Set Extraction from Neural Unsigned Distance Functions,download_once_by_doi
10.1145/3811389,SIGGRAPH; TOG,2026,Spatially Accelerated Winding Numbers for Curved Geometry,download_once_by_doi
10.1145/3811390,SIGGRAPH; TOG,2026,DissolveStereo: Coarse Depth Injection for Zero-Shot Stereo Video Generation,download_once_by_doi
10.1145/3811391,SIGGRAPH; TOG,2026,Inverse Rendering for Discrete X-Ray Computed Tomography,download_once_by_doi
10.1145/3811392,SIGGRAPH; TOG,2026,ACT: A Unified Framework for Rigging and Animating Characters with Arbitrary Topologies,download_once_by_doi
10.1145/3811393,SIGGRAPH; TOG,2026,Co-Optimization of Structure and Manufacturable Semi-Continuous Layers for Laminated Composites,download_once_by_doi
10.1145/3811394,SIGGRAPH; TOG,2026,Mechanical Cloaking of Halftoned Imagery,download_once_by_doi
10.1145/3811395,SIGGRAPH; TOG,2026,Surface chamfering for robust tetrahedral meshing,download_once_by_doi
10.1145/3811396,SIGGRAPH; TOG,2026,Photons × Force: Differentiable Radiation Pressure Modeling,download_once_by_doi
10.1145/3811397,SIGGRAPH; TOG,2026,Monte Carlo Rendering of Biharmonic Diffusion Curves,download_once_by_doi
10.1145/3811398,SIGGRAPH; TOG,2026,Radiance Caching for Differentiable Path Tracing,download_once_by_doi
10.1145/3811399,SIGGRAPH; TOG,2026,SegviGen: Repurposing 3D Generative Model for Part Segmentation,download_once_by_doi
10.1145/3811400,SIGGRAPH; TOG,2026,Pixel Cube: Diffusion-based Portrait Video Relighting Through Realistic Lighting Reproduction,download_once_by_doi
10.1145/3811401,SIGGRAPH; TOG,2026,Surface Power Diagrams for Knit Singularity Placement,download_once_by_doi
10.1145/3811402,SIGGRAPH; TOG,2026,MUSIC: Learning Muscle-Driven Dexterous Hand Control,download_once_by_doi
